Grade,Gender,Resolved Race/Ethnicity,Home ZIP Code,Sped,504,EL,Home Language,GPA,Latest College Credit Taken,Total College Credit Taken,Fall SEC TScore,Fall SEC Percentile,Fall SEC Description,Winter SEC TScore,Winter SEC Percentile,Winter SEC Description
12,Male,White,55110,N,,,English (011),2.065,,,,,,,,
12,Male,White,55110,N,,,English (011),2.073,,,,,,,,
12,Male,White,55110,N,,,English (011),2.089,2021,2,,,,,,
12,Female,Black or African American,55110,N,,,English (011),2.094,2023,1,,,,,,
12,Female,White,55110,Y,,,English (011),2.114,,,,,,,,
12,Male,White,55110,N,,,English (011),2.116,,,,,,,,
12,Male,Hispanic,55110,N,,,English (011),2.149,2023,1,,,,,,
12,Male,White,55110,N,,,English (011),2.154,,,,,,,,
12,Male,White,55110,N,,,English (011),2.172,,,,,,,,
12,Male,White,55110,N,,,English (011),2.172,,,,,,,,
12,Male,Black or African American,55110,Y,,,English (011),2.178,,,,,,,,
12,Male,White,55110,N,,,English (011),2.179,,,,,,,,
12,Female,White,55110,N,,,English (011),2.183,2023,3,,,,28,1,N
12,Female,Black or African American,55110,N,,,English (011),2.184,2023,1,,,,,,
12,Male,Asian,55110,N,,Served,"Filipino, Pilipino (126)",2.19,2023,5,,,,38,12,N
12,Male,White,55110,N,,,English (011),2.195,,,,,,,,
12,Male,White,55110,Y,,,English (011),2.204,2023,2,,,,,,
12,Female,White,55110,N,X,,English (011),2.234,,,,,,,,
12,Female,White,55110,N,,,English (011),2.272,2021,3,,,,47,38,T
12,Female,White,55110,N,,,English (011),2.304,,,,,,,,
12,Male,White,55110,N,,,English (011),2.333,2022,3,,,,,,
12,Female,Hispanic,55110,Y,,,English (011),2.35,2023,1,,,,,,
12,Male,Black or African American,55110,N,,,English (011),2.377,,,,,,,,
12,Female,White,55110,Y,,,English (011),2.382,,,,,,,,
12,Female,White,55110,N,,,English (011),2.385,,,,,,,,
12,Male,White,55110,N,X,,English (011),2.44,,,,,,30,2,N
12,Male,White,55110,N,,,English (011),2.449,,,,,,,,
12,Male,White,55110,Y,,,English (011),2.468,,,,,,,,
12,Female,White,55110,N,,,English (011),2.474,,,,,,,,
12,Male,White,55110,N,,,English (011),2.492,,,,,,,,
12,Female,White,55110,Y,,,English (011),2.495,,,,,,,,
12,Female,Black or African American,55110,N,,,English (011),2.54,2022,2,,,,31,3,N
12,Female,White,55110,N,,,English (011),2.549,2021,1,,,,45,31,T
12,Male,White,55110,Y,,,English (011),2.579,2023,3,,,,,,
12,Female,Hispanic,55110,N,,Served,Spanish (045),2.584,,,,,,,,
12,Male,White,55110,N,,,English (011),2.589,,,,,,,,
12,Male,Asian,55110,N,,Served,Hmong (020),2.615,2023,1,,,,,,
12,Male,White,55110,N,,,English (011),2.624,2023,1,,,,48,42,T
12,Male,White,55110,N,,,English (011),2.644,,,,,,,,
12,Female,White,55110,N,,,English (011),2.649,,,,,,,,
12,Male,Hispanic,55110,Y,,,English (011),2.651,,,,,,,,
12,Female,White,55110,N,,,English (011),2.661,2020,1,,,,,,
12,Male,Black or African American,55110,N,,,English (011),2.721,2023,5,,,,,,
12,Female,White,55110,N,,,English (011),2.737,,,,,,,,
12,Female,White,55110,N,,,English (011),2.776,2023,6,,,,,,
12,Female,White,55110,N,,,English (011),2.823,2023,1,,,,28,1,N
12,Male,White,55110,Y,,,English (011),2.852,2021,1,,,,,,
12,Male,Asian,55110,N,,,English (011),2.857,,,,,,,,
12,Female,Black or African American,55110,N,,,English (011),2.864,2023,7,,,,35,7,N
12,Female,White,55110,N,,,English (011),2.897,2023,2,,,,,,
12,Female,Hispanic,55110,N,,,English (011),2.927,2023,4,,,,,,
12,Male,White,55110,N,,,English (011),2.953,2020,1,,,,,,
12,Female,White,55110,Y,,,English (011),2.958,,,,,,,,
12,Male,White,55110,N,X,,English (011),2.975,,,,,,,,
12,Female,White,55110,N,,,English (011),2.976,,,,,,44,27,T
12,Male,White,55110,N,,,English (011),3.01,,,,,,,,
12,Female,Black or African American,55110,N,,,English (011),3.01,,,,,,,,
12,Male,White,55110,N,,,English (011),3.077,,,,,,,,
12,Male,Asian,55110,N,,,English (011),3.082,2023,6,,,,,,
12,Female,Black or African American,55110,N,,,English (011),3.082,,,,,,,,
12,Male,White,55110,N,,,English (011),3.086,2023,19,,,,62,88,S
12,Female,White,55110,N,,,English (011),3.096,2023,3,,,,46,34,T
12,Female,White,55110,N,,,English (011),3.104,2023,7,,,,,,
12,Male,Hispanic,55110,N,,Served,Spanish (045),3.13,,,,,,,,
12,Male,Hispanic,55110,Y,,,English (011),3.132,2022,1,,,,,,
12,Female,White,55110,N,,,English (011),3.154,2023,5,,,,,,
12,Female,Asian,55110,N,X,,English (011),3.155,2023,5,,,,,,
12,Male,White,55110,N,,,English (011),3.165,2023,6,,,,,,
12,Female,White,55110,N,,,English (011),3.168,2020,1,,,,,,
12,Male,White,55110,N,,,English (011),3.187,2023,8,,,,,,
12,Female,White,55110,N,,,English (011),3.219,2023,7,,,,35,7,N
12,Female,White,55110,N,,,English (011),3.223,2023,10,,,,51,54,T
12,Male,White,55110,N,,,English (011),3.231,,,,,,44,27,T
12,Female,White,55110,N,,,English (011),3.247,2023,11,,,,65,93,S
12,Female,White,55110,N,,,English (011),3.272,2023,2,,,,,,
12,Male,White,55110,Y,,,English (011),3.275,,,,,,,,
12,Female,Two or More,55110,N,,,English (011),3.293,2023,8,,,,,,
12,Female,White,55110,N,,,English (011),3.305,2023,3,,,,44,27,T
12,Male,White,55110,N,,,English (011),3.328,2023,4,,,,,,
12,Male,White,55110,N,,,English (011),3.349,2023,5,,,,,,
12,Female,Black or African American,55110,N,,,English (011),3.358,2023,6,,,,44,27,T
12,Male,White,55110,N,,,English (011),3.384,2023,5,,,,55,69,T
12,Female,Hispanic,55110,N,,,English (011),3.396,2023,18,,,,,,
12,Male,Hispanic,55110,Y,,Served,Spanish (045),3.439,2021,1,,,,,,
12,Female,Hispanic,55110,N,,,English (011),3.45,2023,6,,,,,,
12,Male,White,55110,N,,,English (011),3.46,2023,7,,,,,,
12,Male,White,55110,N,,,English (011),3.477,2023,5,,,,,,
12,Male,White,55110,N,,,English (011),3.542,,,,,,,,
12,Female,Asian,55110,N,,Served,English (011),3.549,2023,11,,,,,,
12,Female,White,55110,N,,,English (011),3.574,2023,8,,,,,,
12,Male,White,55110,N,,,English (011),3.608,2023,2,,,,,,
12,Female,White,55110,N,,,English (011),3.609,2023,1,,,,,,
12,Female,White,55110,N,,,English (011),3.617,2022,2,,,,,,
12,Female,White,55110,Y,,,English (011),3.632,2022,8,,,,,,
12,Male,Hispanic,55110,Y,,Served,Spanish (045),3.667,,,,,,,,
12,Female,White,55110,N,,,English (011),3.749,2023,15,,,,39,14,N
12,Female,White,55110,N,,,English (011),3.75,2023,4,,,,,,
12,Male,White,55110,Y,,,English (011),3.778,,,,,,,,
12,Female,White,55110,N,,,English (011),3.788,2023,9,,,,,,
12,Female,White,55110,N,,,English (011),3.806,,,,,,,,
12,Female,White,55110,N,,,English (011),3.808,2023,10,,,,,,
12,Male,White,55110,N,,,English (011),3.822,2023,21,,,,,,
12,Male,White,55110,N,,,English (011),3.83,,,,,,,,
12,Female,Black or African American,55110,Y,,,English (011),3.862,,,,,,,,
12,Female,Asian,55110,Y,,,English (011),3.904,,,,,,,,
12,Male,White,55110,N,,,English (011),3.922,2023,12,,,,,,
12,Male,White,55110,N,,,English (011),3.924,2023,11,,,,,,
12,Male,White,55110,N,,,English (011),3.955,2023,9,,,,34,5,N
12,Female,White,55110,N,X,,English (011),3.961,2023,4,,,,72,99,S
12,Male,White,55110,Y,,,English (011),3.983,2023,3,,,,33,4,N
12,Female,White,55110,N,X,,English (011),4.029,2023,21,,,,,,
12,Female,White,55110,N,,,English (011),4.073,2023,17,,,,,,
12,Female,White,55110,N,,,English (011),4.086,2023,12,,,,47,38,T
12,Female,White,55110,N,,,English (011),4.088,2023,10,,,,,,
12,Female,White,55110,N,,,English (011),4.11,2023,6,,,,42,21,T
12,Female,White,55110,N,,,English (011),4.123,2023,10,,,,29,2,N
12,Female,White,55110,N,,,English (011),4.131,2023,8,,,,,,
12,Female,White,55110,N,,,English (011),4.156,2023,10,,,,,,
12,Female,Hispanic,55110,N,,,English (011),4.164,2023,7,,,,55,69,T
12,Female,White,55110,N,,,English (011),4.181,2023,7,,,,48,42,T
12,Male,White,55110,N,,,English (011),4.208,2023,10,,,,33,4,N
12,Female,Black or African American,55110,N,,,English (011),4.225,2023,24,,,,,,
12,Female,White,55110,N,,,English (011),4.322,2023,16,,,,,,
12,Male,White,55110,N,,,English (011),4.444,2023,16,,,,,,
11,Male,Hispanic,55110,Y,,Served,Spanish (045),0,,,,,,,,
11,Female,White,55110,Y,,,English (011),0.103,,,,,,,,
11,Male,Black or African American,55110,N,X,,Anuak (103),0.719,,,,,,,,
11,Male,White,55110,Y,,,English (011),0.84,,,,,,,,
11,Male,White,55110,N,,,English (011),0.862,2023,1,,,,,,
11,Male,White,55110,Y,,,English (011),0.873,,,,,,,,
11,Male,White,55110,N,,,English (011),0.894,,,,,,,,
11,Female,Hispanic,55110,N,,,English (011),0.933,2023,1,,,,,,
11,Male,Hispanic,55110,N,,Served,Spanish (045),0.957,2023,1,,,,,,
11,Female,White,55110,N,,,English (011),1.001,,,,,,,,
11,Male,Hispanic,55110,Y,,,English (011),1.062,,,,,,,,
11,Male,Two or More,55110,N,,,English (011),1.105,,,,,,,,
11,Female,White,55110,N,,,English (011),1.111,,,,,,,,
11,Male,Two or More,55110,N,,,English (011),1.13,,,,,,,,
11,Female,Hispanic,55110,N,,Served,Spanish (045),1.149,,,,,,,,
11,Male,Two or More,55110,N,,,English (011),1.174,,,,,,,,
11,Male,White,55110,N,,,English (011),1.243,,,,,,,,
11,Female,White,55110,Y,,,English (011),1.31,,,,,,,,
11,Female,Asian,55110,N,X,Served,Hmong (020),1.32,2023,1,,,,,,
11,Male,White,55110,N,,,English (011),1.39,,,,,,,,
11,Female,White,55110,Y,,,English (011),1.398,2023,1,,,,,,
11,Female,Two or More,55110,Y,,,English (011),1.419,,,,,,,,
11,Male,White,55110,Y,,,English (011),1.441,,,,,,,,
11,Male,White,55110,N,,,English (011),1.5,2023,1,,,,,,
11,Female,White,55110,N,,,English (011),1.575,,,,,,,,
11,Female,Asian,55110,N,,Served,Hmong (020),1.598,,,,,,,,
11,Male,White,55110,N,,,English (011),1.6,,,,,,,,
11,Male,White,55110,N,,,English (011),1.6,,,,,,36,8,N
11,Male,Black or African American,55110,N,,,English (011),1.6,,,,,,,,
11,Male,White,55110,N,,,English (011),1.655,,,,,,,,
11,Male,Asian,55110,Y,,,English (011),1.681,,,,,,,,
11,Male,Black or African American,55110,N,,,English (011),1.688,,,,,,,,
11,Male,White,55110,Y,,,English (011),1.75,,,,,,,,
11,Female,White,55110,N,X,,English (011),1.816,,,,,,,,
11,Female,Hispanic,55110,N,,Served,Spanish (045),1.821,,,,,,,,
11,Female,Hispanic,55110,N,,Served,Spanish (045),1.833,,,,,,,,
11,Female,Asian,55110,N,,Served,Hmong (020),1.87,,,,,,,,
11,Female,Two or More,55110,N,,,English (011),1.908,,,,,,,,
11,Male,Hispanic,55110,N,,Served,Spanish (045),1.983,,,,,,,,
11,Female,Two or More,55110,N,,,English (011),2,2023,1,,,,,,
11,Male,White,55110,N,,,English (011),2.075,,,,,,,,
11,Male,White,55110,N,,,English (011),2.089,,,,,,,,
11,Female,White,55110,N,,,English (011),2.099,2022,2,,,,,,
11,Male,White,55110,N,,,English (011),2.166,,,,,,,,
11,Male,Asian,55110,N,,,Vietnamese (051),2.172,,,,,,42,21,T
11,Male,Hispanic,55110,N,,,English (011),2.178,,,,,,,,
11,Male,White,55110,N,,Served,Arabic (002),2.186,,,,,,,,
11,Female,Hispanic,55110,N,,,English (011),2.201,,,,,,,,
11,Female,White,55110,N,,,English (011),2.217,,,,,,28,1,N
11,Male,White,55110,N,X,,English (011),2.22,,,,,,,,
11,Female,Two or More,55110,Y,,,English (011),2.225,,,,,,,,
11,Male,Hispanic,55110,N,,,English (011),2.231,,,,,,,,
11,Male,White,55110,N,,,English (011),2.24,,,,,,,,
11,Male,Asian,55110,N,,,Hmong (020),2.284,,,,,,,,
11,Male,American Indian or Alaska Native,55110,N,,Served,English (011),2.289,,,,,,41,18,T
11,Female,Black or African American,55110,N,,,English (011),2.296,2023,1,,,,,,
11,Male,Hispanic,55110,N,,Served,Spanish (045),2.309,2023,1,,,,42,21,T
11,Male,White,55110,N,,,English (011),2.328,,,,,,,,
11,Male,White,55110,Y,,,English (011),2.372,2022,2,,,,,,
11,Male,Asian,55110,N,,Served,Vietnamese (051),2.384,,,,,,,,
11,Male,White,55110,Y,,,English (011),2.388,,,,,,,,
11,Male,White,55110,N,X,,English (011),2.45,,,,,,31,3,N
11,Female,Hispanic,55110,N,,Served,Spanish (045),2.476,,,,,,,,
11,Male,Hispanic,55110,N,X,,English (011),2.545,,,,,,44,27,T
11,Male,White,55110,N,,,English (011),2.584,2023,2,,,,,,
11,Male,American Indian or Alaska Native,55110,Y,,,English (011),2.598,,,,,,,,
11,Female,White,55110,N,,,English (011),2.615,,,,,,,,
11,Female,White,55110,N,,,English (011),2.655,,,,,,48,42,T
11,Male,White,55110,Y,,,English (011),2.688,,,,,,,,
11,Female,Two or More,55110,N,,,English (011),2.69,2023,5,,,,,,
11,Female,White,55110,N,X,,English (011),2.722,,,,,,,,
11,Male,White,55110,N,,,English (011),2.751,2023,10,,,,,,
11,Female,White,55110,N,,,English (011),2.761,,,,,,33,4,N
11,Female,White,55110,N,X,,English (011),2.763,2023,2,,,,,,
11,Male,White,55110,N,,,English (011),2.806,,,,,,,,
11,Male,Asian,55110,N,,,Hmong (020),2.814,2022,1,,,,,,
11,Female,White,55110,N,,,English (011),2.823,2023,1,,,,,,
11,Male,Asian,55110,N,,Served,Hmong (020),2.918,,,,,,,,
11,Male,Hispanic,55110,N,,Served,Spanish (045),2.934,,,,,,,,
11,Female,White,55110,N,,,English (011),2.961,2023,2,,,,37,10,N
11,Female,White,55110,N,,,English (011),2.976,2023,2,,,,47,38,T
11,Male,White,55110,N,,,English (011),2.983,2023,1,,,,,,
11,Male,White,55110,N,,,English (011),3.017,,,,,,55,69,T
11,Female,Asian,55110,N,,Served,Punjabi (117),3.019,2023,1,,,,,,
11,Female,Black or African American,55110,N,,Served,Somali (069),3.067,,,,,,47,38,T
11,Male,White,55110,N,,,English (011),3.077,,,,,,,,
11,Male,White,55110,N,,,English (011),3.121,2023,3,,,,,,
11,Male,White,55110,N,,,English (011),3.201,2023,3,,,,,,
11,Male,White,55110,Y,,,English (011),3.22,,,,,,,,
11,Female,White,55110,N,X,,English (011),3.254,2023,2,,,,59,82,T
11,Female,White,55110,N,,,English (011),3.255,2023,1,,,,,,
11,Female,Black or African American,55110,N,,,English (011),3.262,,,,,,56,73,T
11,Male,White,55110,N,,,English (011),3.278,,,,,,,,
11,Male,White,55110,N,,,English (011),3.288,2023,6,,,,50,50,T
11,Male,Asian,55110,N,,Served,Hmong (020),3.299,,,,,,,,
11,Male,American Indian or Alaska Native,55110,Y,,,English (011),3.33,,,,,,,,
11,Female,White,55110,N,,,English (011),3.364,2023,7,,,,,,
11,Female,White,55110,N,,,English (011),3.399,2023,2,,,,,,
11,Male,White,55110,Y,,,"Sign Language, ASL (042)",3.41,2023,4,,,,49,46,T
11,Female,Two or More,55110,N,,,English (011),3.434,,,,,,,,
11,Male,Hispanic,55110,Y,,,English (011),3.475,,,,,,,,
11,Male,Asian,55110,N,,,English (011),3.484,2023,1,,,,,,
11,Male,White,55110,N,,,English (011),3.485,2023,3,,,,,,
11,Female,White,55110,N,,,English (011),3.51,2023,5,,,,42,21,T
11,Female,White,55110,N,,,English (011),3.522,2023,2,,,,39,14,N
11,Female,White,55110,Y,,,English (011),3.531,,,,,,,,
11,Male,White,55110,Y,,,English (011),3.549,,,,,,,,
11,Female,Hispanic,55110,N,,,English (011),3.556,,,,,,45,31,T
11,Female,White,55110,Y,,,English (011),3.557,,,,,,,,
11,Female,Asian,55110,N,,,English (011),3.64,2023,3,,,,,,
11,Female,White,55110,N,,,English (011),3.657,2023,6,,,,,,
11,Male,White,55110,N,,,German (017),3.667,2023,1,,,,,,
11,Female,White,55110,Y,,,English (011),3.78,,,,,,,,
11,Female,White,55110,N,,,English (011),3.787,2023,2,,,,,,
11,Female,White,55110,N,,,English (011),3.93,2023,4,,,,,,
11,Female,White,55110,N,,,English (011),3.971,2023,1,,,,42,21,T
11,Female,White,55110,N,,,English (011),3.973,2023,4,,,,,,
11,Female,White,55110,N,,,English (011),3.989,,,,,,49,46,T
11,Male,Two or More,55110,Y,,,English (011),#N/A,,,,,,,,
11,Female,Hispanic,55110,N,,,English (011),#N/A,,,,,,,,
11,Male,White,55110,N,,,English (011),#N/A,,,,,,,,
11,Male,White,55110,N,,,English (011),#N/A,,,,,,,,
10,Male,Two or More,55110,Y,,Served,Arabic (002),0,,,,,,,,
10,Male,White,55110,N,,,English (011),0,,,,,,63,90,S
10,Female,Black or African American,55110,N,,,English (011),0.079,,,,,,,,
10,Female,White,55110,N,X,,English (011),0.194,,,,,,,,
10,Male,Hispanic,55110,N,,,English (011),0.211,2023,1,,,,,,
10,Male,White,55110,Y,,,English (011),0.335,,,,,,,,
10,Female,White,55110,N,,,English (011),0.425,,,,,,,,
10,Male,White,55110,Y,,,English (011),0.5,,,,,,31,3,N
10,Female,White,55110,N,,,English (011),0.511,,,,,,,,
10,Female,Black or African American,55110,N,,,English (011),0.544,,,,,,46,34,T
10,Female,Hispanic,55110,N,,Served,Spanish (045),0.591,,,,,,,,
10,Male,White,55110,N,,,English (011),0.704,,,,,,46,34,T
10,Male,White,55110,N,,,English (011),0.726,,,,,,,,
10,Female,Hispanic,55110,N,,,English (011),0.727,,,,,,,,
10,Female,White,55110,N,,,English (011),0.785,,,,,,,,
10,Female,Hispanic,55110,Y,,Served,Spanish (045),0.826,,,,,,,,
10,Female,White,55110,N,X,,English (011),0.871,2022,1,,,,,,
10,Male,White,55110,N,,,English (011),0.918,2022,1,,,,,,
10,Male,Black or African American,55110,N,,,English (011),0.929,,,,,,,,
10,Male,Hispanic,55110,N,,Served,Spanish (045),0.95,,,,,,44,27,T
10,Female,White,55110,Y,,,English (011),1.035,,,,,,,,
10,Male,Hispanic,55110,N,,,English (011),1.07,,,,,,59,82,T
10,Female,American Indian or Alaska Native,55110,N,,,English (011),1.072,,,,,,,,
10,Male,White,55110,N,,,English (011),1.184,2022,1,,,,,,
10,Female,Black or African American,55110,Y,,,English (011),1.236,,,,,,30,2,N
10,Male,American Indian or Alaska Native,55110,N,,,English (011),1.239,,,,,,,,
10,Male,Black or African American,55110,N,,Served,Somali (069),1.265,,,,,,,,
10,Female,White,55110,N,,,English (011),1.282,,,,,,,,
10,Male,White,55110,Y,,,English (011),1.284,,,,,,,,
10,Male,White,55110,Y,,,English (011),1.292,,,,,,28,1,N
10,Male,White,55110,N,,,English (011),1.295,,,,,,,,
10,Female,Black or African American,55110,N,,Served,French (015),1.334,2023,1,,,,29,2,N
10,Male,Hispanic,55110,N,,,English (011),1.354,,,,,,,,
10,Female,Black or African American,55110,Y,,,English (011),1.363,,,,,,,,
10,Male,White,55110,N,,,English (011),1.474,,,,,,51,54,T
10,Male,White,55110,N,,,English (011),1.579,,,,,,,,
10,Female,White,55110,N,,,English (011),1.6,,,,,,30,2,N
10,Female,Two or More,55110,N,,,English (011),1.658,,,,,,35,7,N
10,Male,Two or More,55110,N,X,,English (011),1.667,,,,,,,,
10,Female,Hispanic,55110,N,X,,English (011),1.697,,,,,,40,16,N
10,Male,White,55110,N,,,English (011),1.71,2023,2,,,,32,4,N
10,Female,Hispanic,55110,N,,,English (011),1.8,,,,,,,,
10,Female,White,55110,Y,,,English (011),1.813,,,,,,,,
10,Male,White,55110,N,,,English (011),1.833,,,,,,50,50,T
10,Male,White,55110,N,,,English (011),1.913,,,,,,,,
10,Male,Two or More,55110,N,,,English (011),1.944,2022,2,,,,39,14,N
10,Male,Hispanic,55110,Y,,,English (011),1.954,,,,,,37,10,N
10,Female,Two or More,55110,N,,,English (011),2.055,,,,,,53,62,T
10,Male,White,55110,N,,,English (011),2.06,,,,,,,,
10,Female,White,55110,N,,,English (011),2.083,,,,,,33,4,N
10,Female,White,55110,N,,,English (011),2.108,,,,,,,,
10,Female,White,55110,Y,,,English (011),2.121,,,,,,30,2,N
10,Male,White,55110,N,,,English (011),2.13,,,,,,,,
10,Female,White,55110,Y,,,English (011),2.148,,,,,,55,69,T
10,Male,Two or More,55110,N,,,English (011),2.149,2022,2,,,,,,
10,Male,White,55110,N,,,English (011),2.175,,,,,,70,98,S
10,Male,White,55110,N,,,English (011),2.239,,,,,,46,34,T
10,Female,White,55110,N,,,English (011),2.25,,,,,,43,24,T
10,Male,White,55110,Y,,,English (011),2.268,,,,,,,,
10,Male,White,55110,N,,,English (011),2.272,2023,2,,,,,,
10,Male,White,55110,N,,,English (011),2.353,2023,1,,,,,,
10,Male,White,55110,Y,,,English (011),2.355,,,,,,46,34,T
10,Female,White,55110,N,,,English (011),2.395,,,,,,37,10,N
10,Male,White,55110,N,,,English (011),2.435,,,,,,,,
10,Male,White,55110,N,,,English (011),2.436,,,,,,32,4,N
10,Female,Hispanic,55110,N,,,Spanish (045),2.471,,,,,,,,
10,Male,White,55110,Y,,,English (011),2.489,,,,,,47,38,T
10,Female,White,55110,N,,,English (011),2.491,,,,,,43,24,T
10,Male,Black or African American,55110,N,,Qualified Not Participating,English (011),2.5,,,,,,29,2,N
10,Female,Two or More,55110,N,,,English (011),2.505,2022,1,,,,41,18,T
10,Male,White,55110,Y,,,English (011),2.556,2023,1,,,,,,
10,Male,Asian,55110,Y,,Served,Hmong (020),2.574,,,,,,28,1,N
10,Male,Two or More,55110,N,,,English (011),2.603,,,,,,,,
10,Female,Black or African American,55110,N,,,English (011),2.691,2023,2,,,,42,21,T
10,Male,White,55110,Y,,,English (011),2.692,,,,,,38,12,N
10,Female,White,55110,Y,,,English (011),2.715,,,,,,28,1,N
10,Male,Hispanic,55110,N,X,,English (011),2.81,2022,1,,,,40,16,N
10,Female,Hispanic,55110,N,,,Spanish (045),2.81,2023,2,,,,,,
10,Male,White,55110,N,,,English (011),2.828,2023,3,,,,36,8,N
10,Male,Two or More,55110,Y,,,English (011),2.861,2023,1,,,,31,3,N
10,Male,White,55110,N,,,English (011),2.877,2023,2,,,,28,1,N
10,Male,White,55110,N,,,English (011),2.917,2022,1,,,,47,38,T
10,Female,Hispanic,55110,N,X,,English (011),2.931,2023,1,,,,,,
10,Male,White,55110,N,,,English (011),2.937,2023,2,,,,,,
10,Male,White,55110,N,,,English (011),2.973,,,,,,53,62,T
10,Female,White,55110,N,,,English (011),3.019,,,,,,52,58,T
10,Female,White,55110,N,,,English (011),3.019,,,,,,48,42,T
10,Male,Two or More,55110,N,,,English (011),3.048,,,,,,,,
10,Female,White,55110,N,,,English (011),3.13,2023,1,,,,,,
10,Male,White,55110,Y,,,English (011),3.13,,,,,,,,
10,Female,White,55110,N,X,,English (011),3.13,,,,,,49,46,T
10,Female,Asian,55110,N,,Served,Hmong (020),3.186,,,,,,,,
10,Male,White,55110,N,,,English (011),3.222,2023,1,,,,45,31,T
10,Male,White,55110,N,,,English (011),3.241,2022,2,,,,,,
10,Male,White,55110,N,,,English (011),3.241,2022,1,,,,,,
10,Male,White,55110,N,,,English (011),3.279,,,,,,44,27,T
10,Male,White,55110,N,,,English (011),3.292,2023,3,,,,38,12,N
10,Male,Hispanic,55110,N,,,English (011),3.352,,,,,,52,58,T
10,Female,White,55110,N,,,English (011),3.362,,,,,,44,27,T
10,Male,Two or More,55110,N,,,English (011),3.37,,,,,,38,12,N
10,Female,White,55110,N,,,English (011),3.403,2023,1,,,,,,
10,Female,White,55110,N,,,English (011),3.505,,,,,,,,
10,Female,White,55110,N,,,English (011),3.522,2023,1,,,,35,7,N
10,Female,White,55110,N,,,English (011),3.538,,,,,,,,
10,Male,White,55110,N,,,English (011),3.55,2023,1,,,,43,24,T
10,Female,White,55110,N,,,English (011),3.575,2023,1,,,,41,18,T
10,Female,White,55110,N,,,English (011),3.602,,,,,,40,16,N
10,Female,Two or More,55110,N,,,English (011),3.685,2023,1,,,,47,38,T
10,Male,White,55110,N,,,English (011),3.708,2023,1,,,,50,50,T
10,Female,White,55110,N,,,English (011),3.75,2023,1,,,,,,
10,Male,Hispanic,55110,N,,,English (011),3.766,2023,2,,,,56,73,T
10,Female,White,55110,N,,,English (011),3.908,,,,,,,,
10,Female,White,55110,N,,,English (011),3.922,2023,2,,,,38,12,N
10,Female,White,55110,N,,,English (011),3.922,2023,1,,,,,,
10,Female,White,55110,N,,,English (011),3.928,2023,2,,,,48,42,T
10,Female,White,55110,N,,,English (011),3.944,,,,,,50,50,T
10,Female,White,55110,N,,,English (011),3.949,2023,1,,,,64,92,S
10,Female,White,55110,N,,,English (011),4.002,2023,2,,,,42,21,T
10,Female,White,55110,N,,,English (011),4.007,2023,1,,,,,,
10,Female,White,55110,N,,,English (011),4.054,2023,1,,,,48,42,T
10,Female,White,55110,N,,,English (011),4.056,2023,1,,,,55,69,T
10,Female,Hispanic,55110,N,,,English (011),4.056,2023,1,,,,47,38,T
10,Female,White,55110,N,,,English (011),4.112,2023,3,,,,53,62,T
10,Male,Black or African American,55110,N,,,English (011),#N/A,,,,,,,,
10,Male,American Indian or Alaska Native,55110,N,,,English (011),#N/A,,,,,,,,
10,Female,White,55110,N,,,English (011),#N/A,,,,,,,,
9,Male,Black or African American,55110,Y,,,English (011),0,,,,,,,,
9,Female,White,55110,Y,,,English (011),0,,,,,,,,
9,Female,White,55110,Y,,,English (011),0,,,,,,,,
9,Male,White,55110,N,,,Laki (287),0,,,,,,,,
9,Female,White,55110,N,,,English (011),0,,,,,,,,
9,Female,White,55110,Y,,,English (011),0,,,,,,,,
9,Female,Hispanic,55110,N,X,Served,Spanish (045),0.134,,,,,,28,1,N
9,Male,White,55110,N,,,English (011),0.268,,,,,,72,99,S
9,Male,Two or More,55110,N,,,English (011),0.3,,,,,,,,
9,Male,Black or African American,55110,N,,,English (011),0.301,,,,,,,,
9,Male,White,55110,N,,,English (011),0.334,,,,,,,,
9,Male,Two or More,55110,N,,,English (011),0.402,,,,,,,,
9,Female,Hispanic,55110,N,,,English (011),0.534,,,,,,47,38,T
9,Male,White,55110,Y,,,English (011),0.534,,,,,,,,
9,Male,Hispanic,55110,Y,,Served,Spanish (045),0.534,,,,,,,,
9,Male,Hispanic,55110,Y,,,English (011),0.534,,,,,,33,4,N
9,Female,Hispanic,55110,N,,,English (011),0.613,,,,,,38,12,N
9,Male,White,55110,Y,,,English (011),0.668,,,,,,28,1,N
9,Male,White,55110,N,,,English (011),0.702,,,,,,40,16,N
9,Male,White,55110,Y,,,English (011),0.835,,,,,,,,
9,Female,White,55110,Y,,,English (011),0.918,,,,,,,,
9,Female,Black or African American,55110,Y,,,English (011),0.998,,,,,,,,
9,Female,Hispanic,55110,N,,,English (011),1.099,,,,,,28,1,N
9,Male,Asian,55110,N,,Served,Nepali (068),1.134,,,,,,47,38,T
9,Male,White,55110,N,X,,English (011),1.196,,,,,,36,8,N
9,Male,Two or More,55110,N,X,,English (011),1.223,,,,,,28,1,N
9,Male,Black or African American,55110,N,,,English (011),1.223,,,,,,,,
9,Male,Hispanic,55110,N,,Served,Spanish (045),1.273,,,,,,,,
9,Female,Black or African American,55110,N,,,English (011),1.392,,,,,,36,8,N
9,Male,White,55110,N,,,English (011),1.445,,,,,,,,
9,Male,White,55110,N,,,English (011),1.532,,,,,,46,34,T
9,Male,White,55110,N,,,English (011),1.534,,,,,,,,
